"Core","Sample_number","DATETIME","n","flux_co2_umol_s","flux_ch4_nmol_s","dry_soil_g","flux_co2_umol_g_s","flux_ch4_nmol_g_s","Core_assignment","coreID","Site","location","drying","length","replicate","mean","median","sd","outlier"
"1",1406,2019-11-02 23:14:48,2,6.97121735986189e-05,1.43536495273656e-19,100.13,6.96216654335553e-07,1.43350140091537e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",1406,2019-11-02 23:14:48,2,6.97121735986189e-05,1.43536495273656e-19,100.13,6.96216654335553e-07,1.43350140091537e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",1406,2019-11-02 23:14:48,2,6.97121735986189e-05,1.43536495273656e-19,100.13,6.96216654335553e-07,1.43350140091537e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",1406,2019-11-02 23:14:48,2,6.97121735986189e-05,1.43536495273656e-19,100.13,6.96216654335553e-07,1.43350140091537e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",1406,2019-11-02 23:14:48,2,6.97121735986189e-05,1.43536495273656e-19,100.13,6.96216654335553e-07,1.43350140091537e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",1406,2019-11-02 23:14:48,2,6.97121735986189e-05,1.43536495273656e-19,100.13,6.96216654335553e-07,1.43350140091537e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",1406,2019-11-02 23:14:48,2,6.97121735986189e-05,1.43536495273656e-19,100.13,6.96216654335553e-07,1.43350140091537e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",1406,2019-11-02 23:14:48,2,6.97121735986189e-05,1.43536495273656e-19,100.13,6.96216654335553e-07,1.43350140091537e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",1406,2019-11-02 23:14:48,2,6.97121735986189e-05,1.43536495273656e-19,100.13,6.96216654335553e-07,1.43350140091537e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",1406,2019-11-02 23:14:48,2,6.97121735986189e-05,1.43536495273656e-19,100.13,6.96216654335553e-07,1.43350140091537e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",1406,2019-11-02 23:14:48,2,6.97121735986189e-05,1.43536495273656e-19,100.13,6.96216654335553e-07,1.43350140091537e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",1406,2019-11-02 23:14:48,2,6.97121735986189e-05,1.43536495273656e-19,100.13,6.96216654335553e-07,1.43350140091537e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",1406,2019-11-02 23:14:48,2,6.97121735986189e-05,1.43536495273656e-19,100.13,6.96216654335553e-07,1.43350140091537e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",1406,2019-11-02 23:14:48,2,6.97121735986189e-05,1.43536495273656e-19,100.13,6.96216654335553e-07,1.43350140091537e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",1406,2019-11-02 23:14:48,2,6.97121735986189e-05,1.43536495273656e-19,100.13,6.96216654335553e-07,1.43350140091537e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2940,2019-11-05 20:54:40,3,0.00283695848334463,-1.72414902089242e-19,100.13,2.83327522555141e-05,-1.72191053719407e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2960,2019-11-05 21:41:54,3,0.00447909085365584,-1.74646740082856e-19,100.13,4.47327559538185e-05,-1.74419994090539e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
"1",2983,2019-11-05 22:29:30,2,0.00175183043808875,1.38120023753895e-19,100.13,1.7495560152689e-05,1.37940700842799e-21,"CPCRW_90d_up_FAD_r1","C1","CPCRW","upland","forced","90 day",1,2.02899983841435e-05,3.55014848660941e-07,4.14608412478111e-05,FALSE
